i,lid_1,rc_1,exp_2|1,distcomp,dataset,workload_description,eps_0.05,eps_0.1,eps_0.5,eps_1,lid_10,rc_10,exp_20|10
332,,,,0.0097636,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,5.6e-06,0.0104224,0.6982368,32.348362,1.7787923,1.0174384
333,,,,0.0016284,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,1.6e-06,0.000947,0.1225936,38.63824,1.9941456,1.0149709
334,,,,0.0114046,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.6e-06,5.6e-06,0.0049434,0.2770022,44.390064,1.9664567,1.0282202
335,,,,0.0010162,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,1.02e-05,0.002148,0.3598578,48.558872,1.926268,1.0120608
336,,,,0.0016018,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,4e-07,0.0006698,0.1795964,20.100801,1.7711133,1.0190299
337,,,,0.0073636,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.6e-05,0.0002006,0.0806676,0.941286,83.02048,1.7254201,1.0072103
338,,,,0.0538598,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),7e-06,4.64e-05,0.1196412,0.9948534,96.91346,1.6271718,1.0105331
339,,,,0.0568238,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.4e-06,2.28e-05,0.039215,0.756487,60.664627,1.7962164,1.0113984
340,,,,0.0060928,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,1.48e-05,0.0732944,0.9858382,42.504658,1.5927404,1.0078824
341,,,,0.0007868,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.12e-05,9.7e-05,0.0103046,0.8878782,207.74847,1.8074468,1.0061165
342,,,,0.0073856,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,1.1e-05,0.0086878,0.605172,44.751465,1.8359344,1.0132412
343,,,,0.0047224,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),9e-06,7.24e-05,0.0277886,0.9518144,101.91714,1.753865,1.0070392
344,,,,0.0604004,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.4e-06,2.2e-05,0.1713874,0.9977434,66.74594,1.5509576,1.0170665
345,,,,0.0242928,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.2e-06,4.26e-05,0.2292388,0.999122,60.62303,1.5286258,1.0064415
346,,,,0.0412984,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),5.8e-06,5.68e-05,0.085299,0.9922692,59.745014,1.6421145,1.0098056
347,,,,0.0007856,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),7.2e-06,3.72e-05,0.0060928,0.5847398,148.10622,1.9240909,1.0163224
348,,,,0.0042308,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.56e-05,0.0004346,0.0800912,0.8856394,148.33669,1.7643344,1.0068833
349,,,,0.040124,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.6e-06,5.2e-06,0.0005332,0.145622,40.663036,2.0288045,1.0205148
350,,,,0.2337512,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,5.2e-06,0.073483,0.970606,65.45002,1.5830173,1.0123243
351,,,,0.0013602,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6.6e-06,3.04e-05,0.0035248,0.2993842,98.29412,2.0318944,1.0147296
352,,,,0.0045028,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,3.8e-06,0.0037946,0.249187,36.373184,1.9594702,1.0281029
353,,,,0.0272734,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,4.2e-06,0.0468134,0.909492,43.979584,1.6327171,1.0106121
354,,,,0.0061794,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.8e-06,8.8e-06,0.0019844,0.2169094,39.702217,2.0113218,1.0126145
355,,,,0.005905,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,5.6e-06,0.0093404,0.6768934,46.475502,1.8016231,1.0207171
356,,,,0.0018834,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.4e-06,1.78e-05,0.010461,0.5190468,66.283035,1.9083973,1.0190306
357,,,,0.0046126,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),5.8e-06,3.7e-05,0.019403,0.8076446,92.50249,1.8188261,1.0156944
358,,,,0.0209266,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,9.8e-06,0.1543034,0.995683,57.442093,1.535666,1.0110613
359,,,,0.0695054,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),0.0003826,0.005182,0.1819236,0.9994252,246.32236,1.6197237,1.004022
360,,,,0.0010422,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3e-06,1.4e-05,0.0041466,0.288402,64.783005,1.9998469,1.0204362
361,,,,0.011974,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,4.4e-06,0.0379488,0.9694376,47.349064,1.6187209,1.017776
362,,,,0.0777812,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.6e-06,3.44e-05,0.0638282,0.9955684,76.35258,1.6206337,1.0098202
363,,,,0.0058256,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.8e-06,8.4e-06,0.009561,0.7594516,46.26777,1.791013,1.0187677
364,,,,0.017815,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,1e-06,0.0009204,0.1594218,23.832153,1.9152664,1.0226623
365,,,,0.0058326,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.8e-06,1.84e-05,0.0480454,0.9742184,75.46962,1.6644288,1.0129257
366,,,,0.0104574,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.6e-06,8.8e-06,0.0100046,0.401517,68.385414,1.9306643,1.0248985
367,,,,0.0427002,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.2e-06,1.64e-05,0.0723358,0.9406474,102.328545,1.6900656,1.0213901
368,,,,0.0713108,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,2e-07,0.000115,0.1623984,19.535013,1.7333224,1.0219713
369,,,,0.3140586,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),0.000403,0.0048364,0.6262056,0.999964,232.11075,1.4367825,1.0034997
370,,,,0.0093086,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,2.8e-06,0.0104538,0.9481494,33.697136,1.6775153,1.0283316
371,,,,0.0064086,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),9.8e-06,9.52e-05,0.1509102,0.9993224,118.85636,1.5963508,1.011497
372,,,,0.0176862,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,3.8e-06,0.015012,0.964808,40.789738,1.6451443,1.0216858
373,,,,0.0245374,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),5e-06,3.82e-05,0.1024514,0.9823456,69.58996,1.6440936,1.0116079
374,,,,0.0012348,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.2e-06,2.68e-05,0.0015774,0.42127,69.86866,1.9432981,1.0094322
375,,,,0.003564,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,1.6e-06,0.0016546,0.16851,37.371914,1.9460355,1.0155982
376,,,,0.007228,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,2.2e-06,0.0057824,0.729337,29.44867,1.7368517,1.0187465
377,,,,0.0126744,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,8e-07,0.0019352,0.2612452,30.558956,1.8662647,1.0251473
378,,,,0.0034232,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,3e-06,0.0027278,0.3206368,42.670006,1.9290192,1.0396972
379,,,,0.0446414,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-06,1.1e-05,0.0176162,0.8672462,59.384624,1.745388,1.0087067
380,,,,0.0111768,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.8e-06,0.000117,0.1981264,0.9986994,128.44011,1.5645428,1.0074303
381,,,,0.00378,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3e-06,1.36e-05,0.0034812,0.6500932,60.964844,1.8838832,1.0284696
382,,,,0.002065,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,1.3e-05,0.402684,0.9999994,63.96021,1.438648,1.0129392
383,,,,0.0022606,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.2e-06,2.42e-05,0.072176,0.9710736,70.378265,1.6467153,1.0179726
384,,,,0.0015618,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.4e-06,9.6e-06,0.001645,0.2288422,54.91855,2.0201075,1.0151074
385,,,,0.0106866,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.2e-06,2.4e-05,0.0296796,0.9138742,59.98358,1.7240274,1.0144312
386,,,,0.0511898,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6.2e-06,4.66e-05,0.119561,0.9896142,91.38229,1.635065,1.011245
387,,,,0.0043646,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),7.8e-06,0.0001848,0.0626888,0.9534048,85.30657,1.7311138,1.0100422
388,,,,0.0020772,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.8e-06,6.6e-06,0.0264728,0.9030496,50.823196,1.7133762,1.0187718
389,,,,0.0079708,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,8e-07,0.0003806,0.067824,28.722637,2.0041945,1.0533627
390,,,,0.0018904,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.4e-06,2.48e-05,0.1072938,0.9837196,71.3491,1.6259471,1.0093918
391,,,,0.0935734,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.34e-05,0.0004366,0.2038414,0.9955896,90.02173,1.6105931,1.0125226
392,,,,0.0020528,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.6e-06,1.38e-05,0.0152768,0.9485388,65.168884,1.6932118,1.0149955
393,,,,0.0036176,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.6e-06,9.6e-06,0.0807772,0.984658,54.64574,1.6155646,1.0227293
394,,,,0.0082854,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.2e-06,4.24e-05,0.2888668,0.9995962,69.508415,1.5136664,1.0095667
395,,,,0.0053306,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,7.8e-06,0.0267428,0.9071744,51.405647,1.6816036,1.0129108
396,,,,0.0025324,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,2.2e-06,0.0006862,0.1259652,21.925858,1.9888139,1.0255046
397,,,,0.0675412,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.8e-06,2.84e-05,0.4463424,0.999967,95.059654,1.4767599,1.0171194
398,,,,0.0211814,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,5.6e-06,0.0119122,0.5044368,55.067,1.8564622,1.02196
399,,,,0.0377834,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.8e-06,1.26e-05,0.0975836,0.9872348,62.60491,1.6164643,1.0085834
400,,,,0.007279,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,7.2e-06,0.0244404,0.7810372,58.006863,1.7559288,1.0179915
401,,,,0.005119,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,3.2e-06,0.0239262,0.8296628,45.771473,1.699657,1.0183884
402,,,,0.0019988,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-06,1.46e-05,0.0318248,0.949553,51.423523,1.6848398,1.0133185
403,,,,0.0147244,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,5.8e-06,0.0359564,0.8803842,61.202717,1.6708424,1.0077671
404,,,,0.0130576,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,3e-06,0.0067974,0.549007,44.456345,1.8365346,1.0284415
405,,,,0.001678,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6.6e-06,3.86e-05,0.0393844,0.966754,75.49964,1.6963032,1.0107346
406,,,,0.0045252,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.6e-06,7.2e-06,0.0007256,0.1592474,40.10012,2.0581937,1.0226383
407,,,,0.006869,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,5.2e-06,0.0103566,0.174559,47.25692,1.975461,1.0062664
408,,,,0.0190904,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.2e-06,8e-06,0.0119758,0.8077936,47.938164,1.7929913,1.0278289
409,,,,0.010491,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,5.2e-06,0.0497702,0.9892896,34.16249,1.5826145,1.0138191
410,,,,0.0010084,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,4.4e-06,0.0002994,0.0662798,33.77145,2.1287465,1.020867
411,,,,0.0044226,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,4e-07,0.0013616,0.1427122,27.507185,1.8436896,1.0109037
412,,,,0.0477532,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-06,7.46e-05,0.1297538,0.9904634,74.7172,1.6221122,1.010791
413,,,,0.059827,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,1.4e-06,0.0160636,0.8400736,25.48293,1.6636745,1.0187343
414,,,,0.001642,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),5.4e-06,3.98e-05,0.0542108,0.933944,89.052284,1.7121608,1.0120301
415,,,,0.0097794,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6.4e-06,0.0001062,0.3647696,0.9997646,121.67957,1.4928882,1.0088588
416,,,,0.0256234,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,2.4e-06,0.0007422,0.2051812,52.64476,1.9690193,1.047212
417,,,,0.0484116,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,4e-07,0.0060278,0.7172026,40.80662,1.65194,1.0275736
418,,,,0.001131,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,1e-06,0.0002948,0.041399,20.858088,2.0359178,1.0334322
419,,,,0.0010852,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,4e-06,0.0006484,0.3904254,40.569607,1.8879172,1.0172484
420,,,,0.0187038,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,6.6e-06,0.1053528,0.9951064,43.98788,1.5423152,1.0101553
421,,,,0.0063958,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.2e-06,1.02e-05,0.0184952,0.4771538,51.67626,1.897819,1.023729
422,,,,0.0036586,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,2.6e-06,0.0004338,0.0383254,36.482513,2.219972,1.0445707
423,,,,0.014901,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,7.2e-06,0.1136668,0.9956868,58.472775,1.5597161,1.018638
424,,,,0.0030316,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3e-06,7.4e-06,0.0109762,0.7085552,84.863525,1.837972,1.0208348
425,,,,0.0020108,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,3.6e-06,0.013756,0.6199764,69.754135,1.7806368,1.0103816
426,,,,0.0019408,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3e-06,1.4e-05,0.0092862,0.7404846,64.01974,1.8154662,1.0124391
427,,,,0.0010364,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,4.4e-06,0.002861,0.586251,34.66427,1.8123643,1.0139859
428,,,,0.0009008,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,1.4e-06,0.0001588,0.0159928,17.66581,2.0604627,1.0595546
429,,,,0.0491938,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,2e-07,8.6e-06,0.0097718,13.088969,1.8990904,1.0575005
430,,,,0.0045514,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,6e-07,0.0015928,0.2074036,48.243183,1.873528,1.0263526
431,,,,0.0026506,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,8e-06,0.0182564,0.6280974,62.62446,1.8042201,1.0137959
432,,,,0.0390878,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.8e-06,5.14e-05,0.222653,0.9940262,69.45465,1.587766,1.018466
433,,,,0.0190156,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,3e-06,0.0039508,0.6300682,39.262672,1.793079,1.0174133
434,,,,0.0019064,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.6e-06,3.54e-05,0.0044818,0.400283,60.707478,1.9688619,1.0136498
435,,,,0.0008576,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-06,1.84e-05,0.0010456,0.0850214,102.81425,2.160044,1.0160038
436,,,,0.0014824,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,3.2e-06,0.0004438,0.091801,34.06516,2.066567,1.0292789
437,,,,0.0014562,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.32e-05,0.0001896,0.0721474,0.9981282,118.93768,1.6502789,1.007298
438,,,,0.005692,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,4e-07,0.001957,0.273808,45.175804,1.852431,1.0256441
439,,,,0.0012668,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-06,7.8e-06,0.0024142,0.3169898,53.6398,1.9644196,1.0255189
440,,,,0.006363,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-06,1.94e-05,0.0192654,0.405841,48.12654,1.9118166,1.0122648
441,,,,0.1547524,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-06,2.44e-05,0.268377,0.9998626,57.382793,1.4900553,1.0206249
442,,,,0.0148178,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,4.6e-06,0.0175158,0.5219748,32.816986,1.8377782,1.0205141
443,,,,0.001645,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-06,3.96e-05,0.0876954,0.9737798,82.10446,1.6916751,1.013641
444,,,,0.0411616,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.8e-06,1.46e-05,0.036674,0.870032,55.055805,1.7477977,1.0127679
445,,,,0.0016432,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-06,2.52e-05,0.0017688,0.441014,120.92763,1.9782977,1.0197041
446,,,,0.001715,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.6e-06,4.34e-05,0.0344556,0.89328,62.734276,1.7349843,1.0074025
447,,,,0.0697752,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,1.34e-05,0.0532104,0.9757512,66.52935,1.6382278,1.0186027
448,,,,0.0012252,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,3.4e-06,0.000382,0.2511658,50.954765,1.9304475,1.0247222
449,,,,0.0337638,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.66e-05,0.0002998,0.429943,0.9999936,98.39069,1.479579,1.0078847
450,,,,0.0031086,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,1e-06,0.0011442,0.1187756,20.133553,1.8821188,1.0227613
451,,,,0.0014738,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,6e-06,0.0003462,0.0756164,52.088818,2.1179647,1.0147091
452,,,,0.0748634,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.6e-06,2.12e-05,0.2590096,0.9997038,61.080162,1.4943998,1.0125344
453,,,,0.0190268,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,1.36e-05,0.1250656,0.9972814,40.04872,1.5362068,1.0057355
454,,,,0.158903,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,5e-06,0.0257716,0.8353746,31.809269,1.7078072,1.0129209
455,,,,0.0044128,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-06,3.8e-05,0.0311878,0.91697,59.619663,1.7309103,1.0089455
456,,,,0.0125408,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.4e-06,4.8e-06,0.0008128,0.1521306,31.727818,2.0308464,1.0187521
457,,,,0.0008684,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,6.8e-06,0.0034432,0.6613606,56.103184,1.8209978,1.0169823
458,,,,0.0037294,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,5.4e-06,0.0013742,0.318395,42.59013,1.9460373,1.0187782
459,,,,0.0084804,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.4e-06,1.68e-05,0.007103,0.7421878,42.83375,1.8328036,1.0156293
460,,,,0.0027846,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.2e-06,1.24e-05,0.0200366,0.7863592,67.62471,1.775898,1.0202358
461,,,,0.0086664,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),5.6e-06,8.84e-05,0.1115264,0.9999548,77.17273,1.5661366,1.0050982
462,,,,0.0053492,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.6e-06,2.16e-05,0.0540204,0.939937,89.5379,1.6864116,1.0126356
463,,,,0.0067082,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,1.2e-06,0.0013512,0.1910188,21.244856,1.9028348,1.012511
464,,,,0.0065364,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,6e-06,0.002683,0.2925524,36.909584,1.945901,1.0172849
465,,,,0.0033124,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,1.62e-05,0.039543,0.9131322,54.504154,1.6843253,1.0089868
466,,,,0.00582,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.8e-06,1.72e-05,0.0127002,0.8218822,51.17871,1.7952358,1.0162157
467,,,,0.0061402,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,3.6e-06,0.0138874,0.75359,34.32073,1.7329392,1.0158405
468,,,,0.001525,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.6e-06,1.82e-05,0.0117888,0.895452,74.96722,1.7737443,1.0174694
469,,,,0.0041666,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,1.8e-06,0.0023774,0.437742,34.70455,1.8292159,1.0176011
470,,,,0.001411,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.8e-06,7.6e-06,0.0166028,0.7248842,49.87101,1.8126568,1.0222915
471,,,,0.0137318,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.2e-06,2.76e-05,0.0206356,0.732177,64.561,1.8340497,1.0159289
472,,,,0.0177498,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,8.2e-06,0.0192958,0.9629496,59.248573,1.6625559,1.0127424
473,,,,0.0729068,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.8e-06,7.2e-06,0.0072582,0.7616578,33.678116,1.7867035,1.0177125
474,,,,0.0069384,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-06,1.9e-05,0.0467288,0.7542974,63.796486,1.775902,1.0146103
475,,,,0.0257612,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.8e-06,1.14e-05,0.0668006,0.9714686,67.67801,1.6368558,1.0214295
476,,,,0.003588,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,2.8e-06,0.002209,0.19151,43.36735,1.9679574,1.0207365
477,,,,0.0016716,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.2e-06,3.36e-05,0.0109264,0.8818388,75.183846,1.7680739,1.011516
478,,,,0.0009292,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-06,1.42e-05,0.0040448,0.426728,57.347794,1.9155878,1.0171798
479,,,,0.029393,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,6e-07,0.0023154,0.2216152,22.505001,1.8634534,1.0161725
480,,,,0.016428,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.2e-06,1.18e-05,0.1525898,0.9966058,46.24214,1.5566826,1.0238085
481,,,,0.0060864,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6.4e-06,6e-05,0.12914,0.9996704,115.12693,1.5617251,1.0068564
482,,,,0.0052758,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,4e-06,0.0058374,0.3675204,37.791103,1.8914368,1.0260384
483,,,,0.0034064,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.4e-06,1.18e-05,0.0040604,0.4686266,63.910034,1.8903083,1.011158
484,,,,0.0009016,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),5e-06,3.06e-05,0.0034106,0.5157972,66.55175,1.9272072,1.0116149
485,,,,0.001061,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.4e-06,2.66e-05,0.0376576,0.9164042,58.277527,1.7207149,1.014526
486,,,,0.0059958,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,9.4e-06,0.0182646,0.6491546,64.96427,1.8118465,1.010293
487,,,,0.0030092,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,3.4e-06,0.0016248,0.3798572,55.050125,1.9043776,1.0310814
488,,,,0.0349064,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,7.2e-06,0.015432,0.6807724,39.001514,1.7868187,1.0172321
489,,,,0.0585964,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,2e-06,0.0006142,0.172115,38.284756,1.9464568,1.0409408
490,,,,0.0131238,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,6e-06,0.0025032,0.2420666,36.01266,1.9476968,1.013804
491,,,,0.0175416,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),5.6e-06,4.54e-05,0.1268438,0.9986312,86.309975,1.591568,1.0096189
492,,,,0.0020138,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.4e-06,9.2e-06,0.010149,0.6652154,43.92395,1.8115435,1.0112947
493,,,,0.0055004,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-06,1.18e-05,0.0172768,0.720572,53.396317,1.7982973,1.0162052
494,,,,0.0012324,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6.8e-06,4.42e-05,0.0115452,0.7286312,93.6582,1.863131,1.0084743
495,,,,0.0035878,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,8e-07,0.0002184,0.0767306,10.720248,1.8048784,1.0328077
496,,,,0.0372534,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.12e-05,0.0002558,0.3081476,0.9997558,70.87339,1.5207863,1.009287
497,,,,0.0007188,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,6.8e-06,0.001786,0.1451406,51.33285,2.004154,1.0183084
498,,,,0.002688,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.4e-06,4.16e-05,0.012137,0.8101236,78.30605,1.8198785,1.0096847
499,,,,0.0027972,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,2e-06,0.0015896,0.1307354,29.222183,1.9679049,1.0249211
500,,,,0.000815,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,2.4e-06,0.000184,0.0093198,23.45254,2.2892122,1.0233947
501,,,,0.0015916,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.6e-06,4.78e-05,0.0468456,0.7139312,104.41118,1.79599,1.0070428
502,,,,0.001587,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,2e-06,0.0016714,0.2307442,41.242264,1.8837948,1.0189635
503,,,,0.0259904,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,1.6e-06,0.0040056,0.3529338,21.808023,1.8375198,1.0151904
