i,lid_1,rc_1,exp_2|1,distcomp,dataset,workload_description,eps_0.05,eps_0.1,eps_0.5,eps_1,lid_10,rc_10,exp_20|10
187,,,,0.0038008,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3e-06,1.36e-05,0.0063568,0.764745,72.52236,1.8318974,1.0177567
188,,,,0.0031626,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),7e-06,7.36e-05,0.0312228,0.9513924,119.21266,1.7363693,1.0090077
189,,,,0.15658,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,8.6e-06,0.0225504,0.9001742,49.581936,1.7051983,1.0119903
190,,,,0.0024386,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.6e-06,1.44e-05,0.0259032,0.9507106,52.36191,1.6968079,1.0138395
191,,,,0.0014854,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.2e-06,1.62e-05,0.0250788,0.8706234,72.316124,1.765809,1.015804
192,,,,0.017932,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,2.28e-05,0.2829284,0.9998018,66.06328,1.4940916,1.0136763
193,,,,0.0346974,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,4e-07,0.0001098,0.0465416,20.749817,1.9163324,1.0415238
194,,,,0.0119626,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,2.4e-06,0.009225,0.5077182,35.974285,1.8030529,1.0135933
195,,,,0.0208706,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.8e-06,5.72e-05,0.0864824,0.9497934,73.64823,1.6964334,1.0102172
196,,,,0.0010246,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.2e-06,2.94e-05,0.0130902,0.615126,71.58081,1.8620028,1.0080634
197,,,,0.0023278,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.4e-06,1.92e-05,0.0166556,0.8905516,73.57306,1.7563453,1.0095214
198,,,,0.0021856,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-06,1.06e-05,0.002004,0.242721,46.98456,2.0106366,1.0096457
199,,,,0.0201934,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.8e-06,1.6e-05,0.012457,0.834514,80.79515,1.7921941,1.0160877
200,,,,0.2110944,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.8e-06,4.66e-05,0.712629,1.0,46.887615,1.3897682,1.0126812
201,,,,0.007862,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,5.2e-06,0.0014186,0.215261,49.002632,2.0083368,1.022271
202,,,,0.0074888,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,1e-06,0.0023234,0.6468822,23.398195,1.7066218,1.0149051
203,,,,0.0071118,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.2e-06,1.42e-05,0.1028406,0.9482962,62.371822,1.6379603,1.0223942
204,,,,0.0403936,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.4e-06,2.3e-05,0.1594728,0.9813076,94.37427,1.5975825,1.0138713
205,,,,0.0090838,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.54e-05,0.0001664,0.0490894,0.839989,117.9386,1.8006755,1.0075612
206,,,,0.0100536,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.4e-06,1.88e-05,0.2456204,0.9994824,45.524216,1.5135522,1.0186169
207,,,,0.1791686,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.4e-06,2.94e-05,0.1981052,0.9991816,75.45782,1.5561513,1.0110157
208,,,,0.0031764,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.6e-06,8.8e-06,0.0034752,0.182616,56.846012,2.0338252,1.0204563
209,,,,0.0062646,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.4e-06,4.16e-05,0.1558576,0.9998218,76.57631,1.5420507,1.0113574
210,,,,0.0123938,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,2e-07,0.0069974,0.688178,32.608486,1.6512191,1.0110632
211,,,,0.0034806,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,2.4e-06,0.0011618,0.201856,23.496666,1.953118,1.0336612
212,,,,0.0017676,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,4e-06,0.0156496,0.7921018,50.179417,1.7319381,1.017048
213,,,,0.011462,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,6.6e-06,0.0005472,0.1238088,56.667347,2.039238,1.0273042
214,,,,0.021532,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6.6e-06,9.22e-05,0.2303732,0.9986676,108.66163,1.5617994,1.009173
215,,,,0.0054576,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,7e-06,0.0161186,0.8531276,53.345863,1.7328352,1.013225
216,,,,0.0149496,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,8e-07,0.0029386,0.5922414,22.789165,1.7058966,1.0169868
217,,,,0.1507008,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.6e-06,4.8e-06,0.0071126,0.6879518,34.782997,1.8062153,1.0263815
218,,,,0.0061236,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,1.2e-06,0.0003584,0.0319468,22.426727,2.0702536,1.0237255
219,,,,0.007575,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),7.94e-05,0.0011602,0.1613846,0.9878906,239.46156,1.6563725,1.0065783
220,,,,0.0299828,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.6e-06,7.96e-05,0.319662,0.9997494,109.207306,1.4996756,1.0149242
221,,,,0.0089638,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.2e-06,1.44e-05,0.0569518,0.865145,64.440994,1.7154757,1.0113943
222,,,,0.001023,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,4e-06,0.002593,0.4057984,33.97245,1.8669267,1.0175743
223,,,,0.0106508,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.2e-06,2.4e-05,0.075357,0.9832918,68.62613,1.6467241,1.014272
224,,,,0.0169224,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,4.4e-06,0.0081526,0.753855,39.093357,1.7772012,1.0263501
225,,,,0.0083224,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.6e-06,5.6e-06,0.001903,0.1614408,44.05453,2.062297,1.0297621
226,,,,0.0027838,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.4e-06,6.88e-05,0.1226054,0.9968094,74.16651,1.5936795,1.0042657
227,,,,0.0012352,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.22e-05,0.0001316,0.0567366,0.9759328,107.46256,1.7227819,1.0089693
228,,,,0.0443538,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,2.2e-06,0.0053844,0.644549,25.242891,1.7694858,1.021353
229,,,,0.0013206,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),7.6e-06,3.76e-05,0.0071116,0.6935068,97.72399,1.8671622,1.00826
230,,,,0.0107378,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.32e-05,0.000159,0.2721482,0.9997462,85.528656,1.5319188,1.0106397
231,,,,0.3286088,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.56e-05,0.0001764,0.5916978,0.9999984,135.40964,1.4547949,1.0115569
232,,,,0.001701,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-06,8.8e-06,0.014728,0.8021256,48.72883,1.7819822,1.0171512
233,,,,0.0015384,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.8e-06,4.22e-05,0.0354212,0.8086582,86.93314,1.7843813,1.0142336
234,,,,0.0007886,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.6e-06,2.02e-05,0.0063064,0.7213454,68.87167,1.8077205,1.0101169
235,,,,0.0044534,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,2.8e-06,0.0035048,0.4567976,40.098984,1.8594513,1.0263032
236,,,,0.044066,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.4e-06,5.5e-05,0.3982724,0.9999864,90.911705,1.4728062,1.0092392
237,,,,0.0060438,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,2.2e-06,0.001082,0.2056592,25.741426,1.9294999,1.0176815
238,,,,0.0074278,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.36e-05,0.0001482,0.0704976,0.9980422,105.52511,1.6469808,1.0088392
239,,,,0.0432938,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,2e-06,0.0074114,0.8357978,32.677685,1.7057607,1.0220811
240,,,,0.0009566,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,1.12e-05,0.141237,0.9960236,81.39749,1.5677581,1.0143155
241,,,,0.030447,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,8e-07,0.0163926,0.802128,44.963898,1.6655777,1.0152138
242,,,,0.0031918,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3e-06,1.26e-05,0.0122188,0.6421726,70.20611,1.8479306,1.0206844
243,,,,0.006361,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.4e-06,2.62e-05,0.0522816,0.8269402,69.48236,1.7565774,1.0119022
244,,,,0.016468,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.8e-06,3.94e-05,0.5180132,0.9999826,72.64126,1.4456968,1.0113263
245,,,,0.0604536,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.8e-06,8.8e-06,0.0150606,0.6812078,41.87555,1.8281894,1.0142738
246,,,,0.0050466,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,5e-06,0.0246426,0.9729932,51.876713,1.6267954,1.0135608
247,,,,0.004371,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,6e-07,0.0032602,0.5948596,41.909992,1.7318208,1.0183508
248,,,,0.0362692,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),0.0001084,0.0009472,0.1867698,0.987932,419.39624,1.6536465,1.0043812
249,,,,0.0151848,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,2e-06,0.0024936,0.3749498,39.01377,1.8633618,1.0137223
250,,,,0.0392418,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,6e-07,0.0023194,0.30667,43.11054,1.855671,1.0284345
251,,,,0.0011176,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,4e-07,0.0010556,0.1433902,37.23092,1.8921314,1.0120032
252,,,,0.0087332,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6.6e-06,5.68e-05,0.1459318,0.9975708,64.407616,1.6027131,1.0093029
253,,,,0.002798,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,2.8e-06,0.0012924,0.1270402,30.014112,2.0269172,1.0427926
254,,,,0.1003642,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,4e-07,0.002927,0.710273,32.634804,1.6413205,1.0226933
255,,,,0.0037364,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,8e-07,0.0044834,0.6498132,32.609127,1.7190157,1.021419
256,,,,0.0043674,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,1e-05,0.0085398,0.5578014,65.2162,1.861649,1.0102497
257,,,,0.0018946,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,2.2e-06,0.000837,0.1395794,29.157644,1.9868537,1.0208037
258,,,,0.0031796,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,5.6e-06,0.0025974,0.117182,39.1939,2.0382953,1.0155967
259,,,,0.0058744,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-06,6.3e-05,0.0674566,0.8772358,76.13976,1.7208626,1.0100864
260,,,,0.001018,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),5.4e-06,0.0001074,0.022626,0.7967626,94.6261,1.8206192,1.0116171
261,,,,0.014054,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),5.4e-06,6.46e-05,0.4858946,0.9998282,65.85029,1.4715978,1.0164819
262,,,,0.1993212,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),0.0002336,0.0043498,0.3929238,0.9998376,219.7945,1.5022126,1.0028877
263,,,,0.0084546,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,1.2e-06,0.0024028,0.386786,32.07324,1.8118623,1.016381
264,,,,0.0015682,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.4e-06,7.4e-06,0.0072326,0.400601,48.01238,1.9076849,1.0214357
265,,,,0.0033022,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,3.2e-06,0.0134056,0.3042752,42.046574,1.9267268,1.0405589
266,,,,0.0024332,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,3e-06,0.000459,0.1094664,43.251842,1.995643,1.0159751
267,,,,0.0343562,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,2.2e-06,0.0032464,0.6177844,33.98667,1.7833294,1.0382164
268,,,,0.2231694,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.8e-06,1.7e-05,0.0874776,0.9854612,56.665516,1.6201698,1.0158694
269,,,,0.0038522,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,2.6e-06,0.002284,0.2674882,46.48757,1.9083288,1.0320734
270,,,,0.0870878,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,3.2e-06,0.0993334,0.9955512,33.141014,1.5190462,1.0261285
271,,,,0.0035014,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.2e-06,2.88e-05,0.033567,0.765001,58.758156,1.8046433,1.0120987
272,,,,0.0109658,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,1.2e-06,0.0008436,0.2074228,19.184109,1.9007554,1.0279521
273,,,,0.0151158,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),7.4e-06,6.28e-05,0.1776566,0.9931616,92.71381,1.578259,1.0088933
274,,,,0.0092622,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-06,8.6e-06,0.0017232,0.2425992,63.103786,1.9934784,1.0167748
275,,,,0.001904,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.2e-06,6e-06,0.0008074,0.1924226,75.36192,2.0796075,1.0372666
276,,,,0.0021018,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,3.6e-06,0.0022842,0.208883,29.317202,1.9448959,1.0257981
277,,,,0.0013938,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,1.2e-06,0.0001108,0.0045898,23.636873,2.305314,1.0459619
278,,,,0.0149268,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,1.4e-06,0.0028386,0.3379586,23.91622,1.8266537,1.0119741
279,,,,0.0493468,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,8.4e-06,0.1058246,0.9961412,63.068058,1.5358716,1.0105374
280,,,,0.0017114,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,2.4e-06,0.0065374,0.4462998,44.40301,1.8442907,1.021225
281,,,,0.004757,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.8e-06,3.44e-05,0.0750444,0.996037,71.88403,1.6126586,1.0131207
282,,,,0.000766,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,6.8e-06,0.0056868,0.7476978,51.569057,1.7780293,1.0132313
283,,,,0.005083,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6.2e-06,7.58e-05,0.0714326,0.9988608,87.44837,1.6363614,1.0113486
284,,,,0.0012752,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1e-06,1.6e-06,0.0002374,0.0716712,24.244139,2.0076165,1.0444738
285,,,,0.0151874,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-06,1.46e-05,0.0361064,0.9301856,106.48244,1.7233979,1.0165715
286,,,,0.0023492,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.4e-06,1.14e-05,0.0023818,0.3214032,59.069565,1.978467,1.013468
287,,,,0.0057816,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.4e-06,2.32e-05,0.004479,0.4427474,67.75275,1.9447843,1.0190923
288,,,,0.002529,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,3.2e-06,0.0022194,0.2440068,52.854527,1.9291521,1.0149623
289,,,,0.0031046,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,2.4e-06,0.008405,0.7752728,45.794662,1.7387607,1.039637
290,,,,0.0010422,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6.6e-06,4.3e-05,0.0066716,0.366643,69.938995,1.9819827,1.0123326
291,,,,0.007077,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,3e-06,0.0054794,0.266393,42.74934,1.9032378,1.0107244
292,,,,0.0056426,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,1.2e-06,0.001834,0.3406548,55.873516,1.8497711,1.013193
293,,,,0.0425746,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),7.8e-06,0.0001138,0.6342796,0.9999994,90.03586,1.418198,1.008204
294,,,,0.0050052,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,1.02e-05,0.039299,0.9311916,72.6825,1.6836411,1.0118597
295,,,,0.0169648,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.8e-06,2.06e-05,0.0523868,0.9855722,100.129654,1.673048,1.0217774
296,,,,0.0134792,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8.8e-06,0.0001026,0.0353738,0.9599214,96.17892,1.7125548,1.0106808
297,,,,0.0026272,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,1e-05,0.0240306,0.9646892,56.268497,1.6632046,1.0145069
298,,,,0.060044,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.4e-06,1.42e-05,0.0503202,0.9051026,62.04597,1.7021878,1.0153267
299,,,,0.0288268,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,8.6e-06,0.1358094,0.9715286,39.90685,1.5957595,1.0127327
300,,,,0.0015872,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.2e-06,1.7e-05,0.0055174,0.513191,57.837784,1.9223408,1.0134499
301,,,,0.0213548,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.2e-06,5e-06,0.0290544,0.927966,54.987064,1.6924427,1.0274398
302,,,,0.0054338,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.2e-06,1.02e-05,0.0118238,0.826994,55.8317,1.7880951,1.0223495
303,,,,0.0025848,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),5.4e-06,2.84e-05,0.059255,0.8452924,84.90578,1.7742329,1.0166357
304,,,,0.0019376,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,1.8e-06,0.0027138,0.349624,38.75933,1.8647162,1.0114188
305,,,,0.001904,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4.6e-06,1.32e-05,0.0013822,0.1810904,63.86201,2.062902,1.0107726
306,,,,0.0040172,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-06,8.6e-06,0.0241802,0.9697546,63.454113,1.6811874,1.026018
307,,,,0.0044166,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8.8e-06,0.0001498,0.0946016,0.851498,93.493416,1.7499456,1.011899
308,,,,0.0031812,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,4.2e-06,0.0132116,0.370765,41.543186,1.883272,1.0130824
309,,,,0.001192,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,1.6e-06,0.003003,0.335863,37.86553,1.8686271,1.0214984
310,,,,0.5743308,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),8e-07,5.4e-06,0.0597148,0.9804214,39.863197,1.578641,1.0150746
311,,,,0.0053974,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3.6e-06,3.16e-05,0.048741,0.9884616,79.23105,1.6592587,1.0146298
312,,,,0.0317862,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,7.2e-06,0.045368,0.9827274,76.40403,1.6061761,1.0110781
313,,,,0.013714,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),5.6e-06,4.4e-05,0.088364,0.9897304,103.08285,1.6430585,1.0105062
314,,,,0.0034546,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),1.6e-06,1.54e-05,0.0752522,0.97445,51.8386,1.6405032,1.0092603
315,,,,0.1249306,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2e-07,2.2e-06,0.0662202,0.9634284,38.65612,1.5835272,1.0175889
316,,,,0.0024704,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),6e-07,7e-06,0.0160478,0.5189028,47.99816,1.8320607,1.0102934
317,,,,0.0068712,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),4e-07,1.8e-06,0.0056636,0.6654944,35.40295,1.7456709,1.0184269
318,,,,0.0019278,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),2.4e-06,1.44e-05,0.0174264,0.9100828,60.7318,1.7376901,1.0098697
319,,,,0.0056988,text2image-angular-200-10M,File(queries_text2image-angular-200-1K),3e-06,1.72e-05,0.0302996,0.9625232,55.616283,1.7176207,1.0099112
