dataset,workload,query_index,index_name,target_recall,index_params,time_s,distcomp,recall
sald-128-100m,File(sald-128-1k),519,faiss_hnsw,0.95,"{""efSearch"": 16, ""index_params"": ""HNSW32""}",0.010710859298706054,0.00011,1.0
sald-128-100m,File(sald-128-1k),520,faiss_hnsw,0.95,"{""efSearch"": 64, ""index_params"": ""HNSW32""}",0.005321002006530762,0.000381,1.0
sald-128-100m,File(sald-128-1k),521,faiss_hnsw,0.95,"{""efSearch"": 16, ""index_params"": ""HNSW32""}",0.004053497314453125,0.0001608,1.0
sald-128-100m,File(sald-128-1k),522,faiss_hnsw,0.95,"{""efSearch"": 16, ""index_params"": ""HNSW32""}",0.004048681259155274,0.0001548,1.0
sald-128-100m,File(sald-128-1k),523,faiss_hnsw,0.95,"{""efSearch"": 16, ""index_params"": ""HNSW32""}",0.004092025756835938,0.000129,1.0
sald-128-100m,File(sald-128-1k),524,faiss_hnsw,0.95,"{""efSearch"": 16, ""index_params"": ""HNSW32""}",0.004088664054870605,0.0001176,1.0
sald-128-100m,File(sald-128-1k),525,faiss_hnsw,0.95,"{""efSearch"": 8, ""index_params"": ""HNSW32""}",0.004054522514343262,0.0001278,1.0
sald-128-100m,File(sald-128-1k),526,faiss_hnsw,0.95,"{""efSearch"": 16, ""index_params"": ""HNSW32""}",0.004907441139221191,0.0001158,1.0
sald-128-100m,File(sald-128-1k),527,faiss_hnsw,0.95,"{""efSearch"": 8, ""index_params"": ""HNSW32""}",0.01004936695098877,7.46e-05,1.0
sald-128-100m,File(sald-128-1k),528,faiss_hnsw,0.95,"{""efSearch"": 512, ""index_params"": ""HNSW32""}",0.006635284423828125,0.0015722,1.0
sald-128-100m,File(sald-128-1k),529,faiss_hnsw,0.95,"{""efSearch"": 64, ""index_params"": ""HNSW32""}",0.0036556243896484373,0.00022,1.0
sald-128-100m,File(sald-128-1k),530,faiss_hnsw,0.95,"{""efSearch"": 8, ""index_params"": ""HNSW32""}",0.003327178955078125,5.32e-05,1.0
sald-128-100m,File(sald-128-1k),531,faiss_hnsw,0.95,"{""efSearch"": 256, ""index_params"": ""HNSW32""}",0.005759620666503906,0.0013614,1.0
sald-128-100m,File(sald-128-1k),532,faiss_hnsw,0.95,"{""efSearch"": 64, ""index_params"": ""HNSW32""}",0.007518482208251953,0.0004096,1.0
sald-128-100m,File(sald-128-1k),533,faiss_hnsw,0.95,"{""efSearch"": 64, ""index_params"": ""HNSW32""}",0.010865259170532226,0.0002546,1.0
